longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income
-117.29,34.11,35,2426,715,1920,586,1.5561
-117.28,34.11,39,1573,418,1258,359,1.4896
-117.29,34.1,19,1204,405,844,424,0.7235
-117.29,34.09,24,1451,387,1178,330,1.1806
-117.3,34.1,49,60,11,76,13,2.5625
-117.3,34.07,34,567,143,387,138,1.7981
-117.25,34.16,31,1516,238,596,255,4.3362
-117.25,34.16,37,1709,278,744,274,3.7188
-117.25,34.16,35,2707,481,1595,479,3.9018
-117.25,34.15,30,1770,380,990,348,3.3
-117.26,34.15,33,2271,389,1100,380,3.5978
-117.26,34.16,31,3538,658,1715,663,3.7125
-117.26,34.17,30,1937,351,945,344,3.8906
-117.27,34.17,16,30,3,49,8,4.625
-117.25,34.15,22,7935,1976,4523,1791,2.1465
-117.25,34.14,19,5163,1229,2680,1141,2.2482
-117.27,34.14,36,3795,676,1742,585,4.1
-117.27,34.14,35,1517,257,658,245,4.4435
-117.27,34.15,35,1490,253,705,253,3.3616
-117.25,34.13,33,2898,503,1374,487,3.6856
-117.25,34.13,37,2498,472,1291,487,3
-117.26,34.13,37,2403,550,1234,493,2
-117.26,34.13,39,3521,747,2256,721,2.1375
-117.27,34.12,31,2209,636,1314,562,1.7235
-117.27,34.13,40,1298,254,793,268,3.0721
-117.27,34.13,36,3337,687,2388,589,2.9628
-117.25,34.13,35,861,148,381,138,2.5234
-117.25,34.12,17,3107,752,2160,643,1.8463
-117.25,34.11,32,2910,641,2011,614,2.7473
-117.27,34.12,27,2896,684,1514,668,1.462
-117.27,34.12,52,954,246,943,256,0.8658
-117.25,34.11,30,2173,560,1509,486,1.4079
-117.26,34.11,33,1210,288,850,238,1.2171
-117.27,34.11,44,567,134,565,150,1.8281
-117.27,34.1,9,3904,1042,3688,896,1.8022
-117.33,34.09,29,1960,415,1681,435,2.9292
-117.33,34.08,35,2240,423,1394,396,3.1799
-117.33,34.08,37,2267,405,1175,403,3.75
-117.33,34.07,32,2086,458,1355,412,2.5238
-117.34,34.07,46,1851,425,1100,377,2.0461
-117.34,34.08,35,1380,248,730,264,3.2305
-117.34,34.08,33,4924,1007,3502,953,3.233
-117.32,34.09,38,1585,345,1347,368,2.375
-117.32,34.09,30,1129,251,1034,237,2.3917
-117.32,34.08,41,1359,264,786,244,2.5208
-117.32,34.08,46,1308,276,576,244,3.1875
-117.32,34.07,52,1226,269,693,272,1.9963
-117.32,34.06,52,802,160,564,131,2.1591
-117.33,34.05,26,613,149,431,130,1.3977
-117.33,34.06,42,530,123,390,124,1.0469
-117.33,34.06,48,732,149,486,139,2.5673
-117.33,34.06,36,755,157,625,152,2.0242
-117.32,34.06,46,476,102,476,91,1.4511
-117.31,34.08,43,1697,387,1181,352,1.9234
-117.31,34.08,40,2011,495,1528,469,1.9375
-117.31,34.07,40,2936,732,2024,676,2.1139
-117.32,34.07,26,971,245,592,207,2.1125
-117.31,34.08,37,953,231,611,230,1.9926
-117.31,34.05,6,7423,2111,4092,1789,2.7002
-117.33,34.04,18,1837,388,727,336,2.5187
-117.33,34.03,14,1582,347,825,259,2.8281
-117.31,34.04,29,2481,383,1188,385,4.7344
-117.31,34.04,5,2785,577,1310,536,3.39
-117.3,34.05,7,4672,1121,2534,1046,3.4228
-117.29,34.06,7,1971,403,1336,423,4.5066
-117.28,34.06,2,1658,290,868,304,5.1365
-117.32,34.02,17,1779,292,1006,293,4.6708
-117.33,34.03,18,2342,402,1264,382,4.7986
-117.32,34.03,13,3853,761,1685,669,3.9024
-117.31,34.03,24,1966,299,786,302,5.0318
-117.31,34.03,9,1199,187,629,207,5.7393
-117.31,34.02,18,1634,274,899,285,5.2139
-117.29,34.03,9,8185,1525,3630,1466,4.1667
-117.27,34.09,36,848,186,737,169,0.9838
-117.27,34.08,38,1093,256,856,212,1.4279
-117.25,34.08,30,2981,605,1784,573,2.45
-117.25,34.07,21,3067,706,2140,687,2.4432
-117.27,34.07,21,418,132,401,120,1.7206
-117.24,34.04,17,3362,507,1520,496,6.1986
-117.25,34.04,18,5761,1063,2763,1058,4.4472
-117.27,34.05,34,1703,395,849,359,3.1607
-117.27,34.06,20,5258,1514,3780,1404,2.025
-117.25,34.06,23,4503,1156,3264,937,1.9821
-117.25,34.06,18,5009,1108,2948,963,3.0042
-117.24,34.04,5,1775,234,726,222,7.978
-117.24,34.04,4,4289,682,1981,705,5.3366
-117.24,34.06,9,3603,786,1782,718,3.2604
-117.23,34.15,17,5036,817,2084,833,4.6445
-117.23,34.14,16,2577,521,956,472,2.5625
-117.24,34.14,6,2383,606,1301,488,3.016
-117.24,34.15,23,3847,608,1621,630,4.6111
-117.24,34.15,26,2041,293,936,375,6
-117.21,34.14,16,1613,245,811,267,5.2591
-117.22,34.15,9,2524,352,1139,362,6.2516
-117.2,34.15,18,1859,251,747,256,7.732
-117.2,34.14,14,2647,524,989,479,3.1513
-117.2,34.14,18,1920,333,890,323,5.159
-117.24,34.13,24,1203,310,594,187,1.1522
-117.24,34.13,26,3774,716,1913,620,3.3534
-117.23,34.12,6,4464,1093,2364,952,2.3848
-117.23,34.13,10,1145,293,726,251,1.645
-117.22,34.13,10,5951,1330,3204,1159,2.7011
-117.2,34.13,14,3998,711,1509,665,3.4138
-117.22,34.12,34,2457,499,1538,507,2.809
-117.21,34.13,31,3037,565,1834,575,3.3445
-117.2,34.12,24,3532,618,1681,590,3.5
-117.24,34.12,29,2654,667,1822,593,2.1563
-117.24,34.11,23,1920,454,1161,358,2.2109
-117.23,34.11,22,1162,221,995,244,2.5875
-117.23,34.12,18,1439,319,699,310,2.1071
-117.23,34.11,33,2170,500,1425,472,2.0133
-117.22,34.12,30,2512,597,1390,523,2.3725
-117.21,34.12,32,1677,354,1021,339,3.6853
-117.21,34.11,27,1245,229,692,234,3.2176
-117.21,34.11,26,1757,304,905,281,3.4103
-117.19,34.1,5,2167,384,1174,358,4.0114
-117.21,34.08,5,5749,1385,2382,1088,3.0587
-117.22,34.07,8,3065,692,1440,666,3.2368
-117.17,34.12,2,3867,573,1275,433,5.4138
-117.12,34.1,40,96,14,46,14,3.2708
-117.17,34.12,3,15695,2248,6080,1920,6.2178
-117.18,34.08,28,2243,399,1464,379,3.2105
-117.19,34.08,22,2467,555,1567,494,2.6536
-117.19,34.08,5,4458,751,2392,773,4.5938
-117.18,34.07,14,1258,245,752,264,3.3924
-117.18,34.07,28,1306,279,885,255,2.1154
-117.18,34.07,7,1347,301,799,276,2.9485
-117.18,34.06,26,1953,446,1284,414,1.3485
-117.18,34.06,28,699,180,432,168,2.1875
-117.19,34.06,37,1467,348,1316,339,1.448
-117.19,34.07,40,2374,500,1772,455,2.189
-117.18,34.06,52,954,233,533,239,1.3021
-117.19,34.06,21,6107,1559,2805,1444,2.5643
-117.18,34.05,29,3436,731,1323,676,2.4943
-117.17,34.05,29,4007,700,1576,696,3.1801
-117.18,34.04,41,1766,288,753,278,4.9125
-117.18,34.05,52,1820,342,601,315,2.6129
-117.19,34.05,52,1949,432,767,392,2.5143
-117.19,34.05,33,1688,313,808,298,3.2188
-117.19,34.05,33,3007,498,1252,488,3.8816
-117.2,34.04,24,1587,222,676,234,6.0715
-117.2,34.04,23,1762,267,1132,279,5.9915
-117.21,34.04,14,3063,426,1570,419,6.2917
-117.21,34.05,4,2904,764,1250,664,3.2131
-117.18,34.04,38,2492,381,1003,369,3.6875
-117.19,34.03,36,2223,361,942,331,4.6806
-117.19,34.03,25,2513,340,900,320,6.4962
-117.19,34.03,20,856,124,395,145,10.8634
-117.16,34.08,9,5306,993,2630,925,4.51
-117.17,34.07,24,6573,1235,2904,1202,3.0651
-117.17,34.08,5,1473,228,842,257,4.875
-117.15,34.07,15,1852,316,906,298,5.3526
-117.14,34.07,3,5542,828,2506,806,5.5875
-117.14,34.06,15,3057,510,1154,460,3.9741
-117.15,34.06,25,3670,644,1815,634,4.0658
-117.14,34.05,5,2634,359,1173,372,6.746
-117.15,34.05,9,1442,219,633,230,5.0227
-117.16,34.05,23,3215,462,1411,435,6.0701
-117.17,34.05,24,2877,507,1141,474,4.2059
-117.15,34.04,14,2845,420,1172,377,7.5822
-117.16,34.06,33,2101,468,1997,412,2.8125
-117.16,34.06,17,2285,554,1412,541,1.8152
-117.14,34.01,26,7561,1051,2909,1012,7.2972
-117.15,34.03,32,2832,393,1033,385,6.5648
-117.15,34.03,26,5305,701,1818,676,6.1461
-117.17,34.03,33,4583,648,1760,638,6.3308
-117.09,34.01,37,106,18,27,12,4.0556
-117.09,34.07,24,6260,1271,3132,1189,2.5156
-117.12,34.06,38,281,55,151,52,1.3906
-117.13,34.06,4,3078,510,1341,486,4.9688
-117.13,34.07,34,2405,541,1342,514,2.8031
-117.08,34.08,34,45,11,39,14,3.0625
-117.12,34.04,25,2495,438,1071,405,4.8173
-117.07,34.05,14,5764,1006,1876,841,1.9694
-117.03,34.07,16,3784,577,1615,525,4.2333
-117.02,34.03,19,4415,648,1627,619,4.2361
-117.03,34.02,26,3909,670,1884,665,4.1361
-117.01,34.01,15,5592,891,2419,840,4.7193
-116.98,34.05,6,2290,312,957,274,7.2708
-117.05,34.04,23,3967,766,1518,698,2.29
-117.1,34.03,24,4144,826,2127,772,2.5172
-117.08,34.03,23,3862,699,2082,652,3.154
-117.08,34.02,20,3111,563,1453,538,3.3365
-117.06,34.02,24,3912,809,1926,762,2.6875
-117.05,34.02,21,3098,646,1351,614,2.598
-117.05,34.01,27,5484,1205,2645,1131,2.1927
-117.04,34.02,24,4663,1213,1851,1116,1.4418
-117.05,34.03,28,3009,698,1200,626,1.3993
-117.06,34.03,27,1945,446,859,418,1.5203
-117.03,34.03,26,3501,664,1860,681,3.0403
-117.04,34.03,29,3375,795,1760,699,2.7028
-117.04,34.04,30,3474,735,1674,691,2.5863
-117.29,35.54,35,7922,1636,3431,1329,3.4145
-117.37,34.59,39,8193,1747,6852,1597,2.3832
-117.62,34.44,6,8884,1687,3767,1334,3.599
-117.56,34.42,6,4264,749,2005,666,3.4695
-117.51,34.41,5,2884,567,1396,465,3.7361
-117.44,34.45,6,6068,1137,3094,947,3.5167
-117.54,34.47,4,6712,1200,3126,1026,3.2277
-117.5,34.66,20,1319,309,486,196,2.0184
-117.42,34.59,8,5445,1360,3220,1214,1.7567
-117.41,34.58,14,859,212,541,181,1.6838
-117.4,34.58,18,755,169,483,165,1.4196
-117.41,34.58,10,2964,668,1853,609,1.6047
-117.54,34.55,5,2949,671,1620,530,2.9479
-117.36,34.54,7,3940,764,2140,711,3.0357
-117.63,34.37,20,7052,1306,2197,810,3.7252
-117.61,34.34,18,5210,912,1301,464,4.8623
-117.53,34.28,35,1529,338,688,256,4.1083
-117.55,34.25,39,1578,317,872,322,4.555
-117.03,34.91,27,2718,583,1472,509,2.825
-117.01,34.9,36,2181,555,1404,492,2.3077
-117.02,34.9,37,1199,351,782,296,1.6515
-117.06,34.9,36,2828,916,1762,736,1.4318
-117.01,34.9,34,2194,519,1326,515,2.1056
-117,34.89,29,2637,512,1188,446,2.99
-117.01,34.89,26,2599,498,1332,443,2.7198
-117.02,34.89,29,3111,661,1530,608,2.8281
-117.04,34.89,37,1884,366,1052,353,3.175
-117.05,34.89,36,1199,260,665,229,3.7065
-117.22,34.44,5,4787,910,1944,806,2.6576
-117.2,34.46,7,8414,1584,5146,1517,3.2794
-117.12,34.46,17,1613,326,765,300,2.6827
-117.11,34.43,14,3026,556,1349,485,2.8021
-117.13,34.39,29,2251,464,855,315,3.4183
-117.25,34.49,4,2372,361,1017,322,5.1112
-117.23,34.49,9,4055,536,1458,478,5.4201
-117.21,34.49,14,2125,348,1067,360,3.6333
-117.2,34.5,10,4201,850,2378,808,2.1781
-117.17,34.49,13,4460,925,2225,840,2.0136
-117.15,34.48,31,265,55,186,55,2.125
-117.18,34.48,8,3561,691,2156,659,2.7778
-117.2,34.48,7,4998,953,2764,891,3.205
-117.22,34.48,7,2449,447,1217,408,3.6646
-117.26,34.53,10,3103,520,1283,464,3.071
-117.25,34.51,7,3200,477,1522,470,4.6914
-117.23,34.51,9,5756,807,2158,758,5.5875
-117.21,34.51,17,4379,629,1720,595,5.086
-117.25,34.53,13,5841,955,2455,915,4.1333
-117.22,34.54,8,12526,2495,6133,2324,2.9072
-117.2,34.52,12,4476,761,2255,735,3.925
-117.17,34.51,15,5151,942,2896,897,3.4875
-117.18,34.54,5,3772,619,2097,635,3.8194
-117.3,34.53,38,1643,489,1196,406,1.2275
-117.3,34.54,31,1174,360,1161,328,1.06
-117.3,34.54,25,2546,488,1338,487,3.2596
-117.31,34.53,26,2299,496,1259,441,2.6125
-117.32,34.55,18,279,59,188,60,0.8246
-117.32,34.54,9,5904,1165,3489,1063,3.125
-117.33,34.53,10,3781,712,2044,685,3.0943
-117.34,34.51,6,5667,1385,2447,1199,2.3617
-117.35,34.5,10,2163,392,1174,362,3.375
-117.34,34.49,9,3293,585,1678,530,3.2941
-117.36,34.48,3,16533,2549,7588,2285,3.9792
-117.3,34.52,34,4493,838,2335,779,3.1635
-117.32,34.51,16,3072,612,1283,604,2.8929
-117.31,34.51,18,2704,698,1611,597,2.0243
-117.28,34.51,10,4676,884,2845,812,3.0181
-117.31,34.5,14,2443,447,883,465,2.1111
-117.32,34.49,7,4584,1051,2049,918,1.6232
-117.29,34.49,3,7689,1545,3804,1399,3.3871
-117.32,34.48,8,4627,887,2739,846,3.0204
-117.27,34.5,7,2045,342,878,292,6.0296
-117.27,34.49,7,2344,351,846,314,4.7361
-117.27,34.48,8,1794,276,690,271,3.662
-117.26,34.48,6,4632,753,1851,694,4.1933
-117.27,34.5,8,3567,543,1133,419,5.3733
-117.25,34.41,13,3682,668,1606,668,2.1875
-117.28,34.41,14,2105,396,960,396,2.9934
-117.29,34.41,11,5934,1380,2756,1239,1.5758
-117.3,34.39,11,3572,592,1876,507,3.6615
-117.27,34.4,8,6042,979,3031,991,3.3438
-117.27,34.39,6,6988,1121,3660,1092,4.2224
-117.31,34.35,9,2404,390,1074,359,5.0198
-117.31,34.41,14,3019,643,1639,582,1.5288
-117.32,34.41,13,2032,348,1038,344,4.2891
-117.33,34.41,13,3684,604,1767,585,3.7478
-117.34,34.39,8,3579,672,2216,630,3.4038
-117.31,34.39,15,1703,273,847,266,3.7917
-117.39,34.38,4,7151,1295,3527,1170,3.5696
-117.3,34.46,8,6246,1273,3883,1264,2.7917
-117.31,34.44,10,1731,299,1056,312,3.6007
-117.31,34.43,16,5130,1172,3126,1046,1.6784
-117.35,34.44,9,11810,2181,6716,2081,3.1821
-117.38,34.44,4,5083,867,2541,856,4.2414
-117.34,34.46,9,5983,1122,3515,1064,3.1505
-117.27,34.42,9,5643,1005,3166,957,3.2077
-117.26,34.43,11,4597,782,2534,776,3.3368
-117.27,34.45,8,6463,1095,3213,1031,3.2215
-116.72,34.89,14,4527,875,1640,590,2.8594
-115.93,35.55,18,1321,272,754,226,3.4028
-115.75,35.23,5,208,78,132,56,2.5333
-115.53,34.91,12,807,199,246,102,2.5391
-116.51,34.85,15,3149,713,1281,486,2
-116.57,35.43,8,9975,1743,6835,1439,2.7138
-116.14,34.45,12,8796,1721,11139,1680,2.2612
-116.32,34.1,10,4256,861,1403,686,2.6618
-116.27,34.13,37,452,109,184,59,3.7292
-116.31,34.13,20,2352,556,1217,481,1.6063
-116.35,34.13,9,1969,406,805,349,1.5491
-116.32,34.14,18,1880,487,994,425,1.69
-116.33,34.15,13,1808,411,735,320,1.5489
-116.29,34.18,15,4203,966,1756,695,2.182
-116.62,34.23,14,6438,1719,1586,691,1.6136
-116.73,34.52,16,1247,315,433,159,1.0568
-116.51,34.45,21,8502,2634,2330,991,1.3811
-116.56,34.06,15,6928,1529,2568,1075,2.5405
-116.44,34.16,19,1867,361,758,321,2.8929
-116.38,34.2,14,4985,1238,2517,954,2.0674
-116.39,34.15,15,5583,1149,2709,964,1.9779
-116.44,34.12,18,5584,1303,2250,1158,1.5823
-116.47,34.07,22,5473,1234,2581,1098,1.9375
-116.43,34.1,17,6683,1296,2677,1227,2.4828
-116.4,34.09,9,4855,872,2098,765,3.2723
-116.4,34.12,16,5648,1089,2524,1008,2.6739
-116.38,34.1,6,2104,348,841,320,4.1458
-116.22,34.21,23,1175,468,355,151,2.2083
-116.14,34.22,32,3298,1228,763,360,1.875
-116.06,34.2,29,1202,290,383,156,1.3371
-116.06,34.15,15,10377,2331,4507,1807,2.2466
-116.09,34.15,13,9444,1997,4166,1482,2.6111
-116.15,34.14,18,3312,705,1251,512,3.0139
-116.05,34.12,19,301,65,150,56,3.125
-116.02,34.18,8,569,97,312,96,4.3021
-115.85,34.2,34,3868,1257,890,423,1.3571
-115.52,34.22,30,540,136,122,63,1.3333
-116,34.12,32,3163,712,1358,544,2.125
-114.94,34.55,20,350,95,119,58,1.625
-114.47,34.4,19,7650,1901,1129,463,1.82
-114.31,34.19,15,5612,1283,1015,472,1.4936
-114.65,34.89,17,2556,587,1005,401,1.6991
-114.6,34.83,46,1497,309,787,271,2.1908
-114.61,34.84,48,1291,248,580,211,2.1571
-114.61,34.83,31,2478,464,1346,479,3.212
-114.64,34.83,10,2502,573,1152,481,1.7062
-117.36,34.28,18,3903,715,1388,428,4.2386
-117.32,34.24,29,1290,263,323,113,1.9265
-117.3,34.24,38,4116,949,1196,422,3.5625
-117.28,34.24,16,3474,633,853,315,5.2185
-117.27,34.24,34,3687,756,941,367,2.875
-117.26,34.24,10,4750,844,1220,428,4.5536
-117.27,34.23,26,6339,1244,1177,466,3.7708
-117.16,34.26,27,9285,1621,1135,410,2.5446
-117.18,34.3,33,399,87,71,27,1.875
-117.17,34.28,13,4867,718,780,250,7.1997
-117.19,34.27,16,7961,1147,879,280,5.2146
-117.21,34.28,16,3326,569,527,192,5.7421
-117.2,34.26,17,9419,1455,1382,459,6.2233
-117.22,34.26,16,8020,1432,1749,540,4.9716
-117.2,34.24,22,8106,1665,1062,423,3.0434
-117.17,34.25,15,4236,753,703,255,3.5625
-117.21,34.22,31,5454,1053,1408,504,5
-117.07,34.24,21,4773,1047,337,130,3.9375
-117.13,34.24,17,2828,506,673,274,5.2563
-117.15,34.22,10,1039,174,317,109,7.2371
-117.12,34.21,19,4641,994,1334,474,4.5972
-117.1,34.21,22,4397,931,1145,445,4.5268
-117.09,34.22,16,1347,327,271,91,4
-117.06,34.17,21,2520,582,416,151,2.712
-117.13,34.17,17,1181,271,248,114,5.5762
-116.94,34.24,27,12342,2630,1300,566,1.998
-116.91,34.24,23,6379,1636,1350,568,1.6336
-116.9,34.25,16,3018,523,556,244,3.5288
-116.88,34.24,13,4137,796,573,218,4.6394
-116.88,34.25,11,1089,198,230,90,4.9643
-116.87,34.24,15,4419,822,622,267,3.9688
-116.86,34.24,19,5411,1042,441,185,3.1324
-116.86,34.23,13,4760,938,309,132,5.4618
-116.99,34.3,29,5055,1036,410,191,3.5104
-116.89,34.27,13,3661,770,567,228,4.4063
-116.86,34.31,19,1649,328,382,151,4.0556
-116.85,34.26,18,6988,1635,2044,726,2.4308
-116.85,34.26,19,5395,1220,981,366,2.6094
-116.85,34.25,5,5806,1030,569,219,4.0132
-116.83,34.25,15,8948,1985,1316,514,2.7375
-116.82,34.24,11,5799,1527,713,262,2.5147
-116.76,34.29,14,3959,849,1064,376,2.8214
-116.76,34.23,10,4374,989,1020,376,2.6071
-116.98,34.13,16,2098,449,342,143,4.0333
-116.98,34.07,21,739,125,199,82,4.8958
-116.88,34.08,52,3419,777,710,265,3.9028
-116.76,34.14,4,42,10,9,3,0.536
-116.88,34.19,38,898,259,106,52,1.6875
-117.46,34.85,7,9759,1816,2933,1168,3.4912
-117.28,35.13,32,671,166,856,114,2.6477
-116.85,34.98,26,3606,792,1683,608,2.6587
-117.14,34.75,33,552,120,347,97,1.8158
-117.28,34.68,28,1932,421,1156,404,1.8958
-117.06,34.87,14,3348,619,1756,557,3.5987
-117.13,34.88,21,3254,669,1548,545,2.3373
-117.15,34.83,30,5370,1062,2778,944,3.099
-117.19,34.94,31,2034,444,1097,367,2.1522
-117.16,34.9,16,1579,327,934,298,2.7305
-117.08,34.96,28,1777,307,721,259,3.6343
-116.96,34.94,20,2355,467,1198,428,3.9934
-116.99,34.89,24,2741,577,1551,522,3.474
-116.99,34.88,23,6060,1165,2920,1072,3.1528
-117,34.87,16,6862,1292,3562,1126,3.6091
-117.02,34.88,18,2127,443,1168,401,3.0313
-117.03,34.87,7,2245,407,1016,364,3.9464
-116.96,34.83,30,1211,289,611,230,1.6667
-116.9,34.69,10,337,102,108,50,0.4999
-117.24,34.59,4,5027,797,1869,686,3.5507
-117.29,34.57,22,1054,239,428,239,1.2548
-117.1,34.57,6,5110,1044,1938,724,3.1917
-116.9,34.52,20,3481,840,1694,587,1.4
-116.94,34.4,20,6541,1401,2631,980,2.1339
-117.18,32.76,52,2023,301,649,285,4.7396
-117.18,32.75,52,1539,212,535,224,5.392
-117.18,32.75,52,1504,208,518,196,8.603
-117.19,32.75,52,1495,230,459,190,8.1548
-117.19,32.75,52,1388,213,513,211,6.1309
-117.19,32.76,52,1294,175,434,180,5.7914
-117.17,32.76,45,3149,639,1160,661,2.7266
-117.17,32.75,38,5430,1176,2357,1100,3.654
-117.18,32.74,39,3132,738,1200,690,2.5288
-117.18,32.75,36,2282,534,918,531,2.7222
-117.16,32.75,23,2474,594,1107,536,2.9705
-117.16,32.75,49,1566,494,643,419,1.9637
-117.16,32.74,52,852,262,389,249,2.6042
-117.16,32.74,21,1882,486,903,482,3.06
-117.16,32.74,27,2335,604,982,590,3.1921
-117.17,32.75,28,1514,384,540,352,2.1532
-117.16,32.75,19,5430,1593,2496,1484,2.9112
-117.16,32.75,34,1785,558,804,490,2.2687
-117.15,32.76,43,2361,489,824,470,3.4196
-117.15,32.76,36,2644,674,1211,654,3.0445
-117.15,32.76,40,1809,474,826,456,2.6518
-117.15,32.76,37,1921,502,811,472,2.75
-117.15,32.75,40,2261,579,903,525,2.465
-117.15,32.75,9,2818,821,851,555,2.6181
-117.15,32.75,27,3166,867,1332,817,2.6742
-117.15,32.74,43,2383,607,962,587,2.2578
-117.15,32.74,26,3149,832,1320,808,3.0259
-117.14,32.75,35,1391,329,726,317,2.6818
-117.14,32.74,47,1494,327,689,304,3.125
-117.14,32.74,16,6075,1816,2592,1634,2.5553
-117.14,32.75,29,1961,565,1002,569,2.2813
-117.14,32.75,25,1908,513,956,467,2.4828
-117.14,32.75,37,1832,525,955,488,2.7852
-117.14,32.75,19,1358,613,766,630,1.0353
-117.14,32.75,20,1182,379,678,326,2.1937
-117.14,32.75,27,1551,464,880,400,2.4167
-117.14,32.76,28,3025,756,1328,695,2.694
-117.14,32.76,35,2539,661,1308,629,2.6777
-117.14,32.76,32,2587,681,1246,650,2.1727
-117.14,32.76,35,1785,493,965,506,2.0792
-117.13,32.77,30,2582,650,1098,603,2.8281
-117.13,32.76,29,2568,682,1191,642,2.1094
-117.13,32.76,41,1545,420,747,415,2.375
-117.13,32.76,27,2280,695,1235,664,1.9392
-117.13,32.76,33,1591,461,794,425,2.6333
-117.13,32.76,22,2623,732,1283,718,2.1563
-117.14,32.76,24,3523,991,1775,873,2.1273
-117.13,32.75,24,1877,519,898,483,2.2264
-117.13,32.75,28,2279,671,1166,623,1.95
-117.13,32.75,23,3999,1182,2051,1130,2.1292
-117.13,32.75,31,2336,656,1186,609,2.5872
-117.13,32.75,50,1476,354,698,354,3
-117.13,32.74,52,1512,321,651,321,3.6852
-117.13,32.75,37,4142,1031,1936,968,2.693
-117.12,32.75,37,2344,546,1134,513,2.4394
